,Image,F1,Jaccard,Recall,Precision
143,618.jpg,0.9505117491470848,0.9056907005624955,0.9494562720171542,0.9515695755622073
144,1589.jpg,0.9713593616414934,0.9443136168444383,0.9940215806357539,0.949707439398161
145,2652.jpg,0.8565088757396451,0.7490297542043984,0.9051589369463262,0.812821712681329
146,1202.jpg,0.9552797143342969,0.9143880208333334,0.9551173070384223,0.9554421768707483
147,1500.jpg,0.788659793814433,0.6510638297872341,0.9870967741935484,0.6566523605150214
148,1961.jpg,0.9615291163845469,0.9259085946030261,0.988674217188541,0.9358347784959798
149,2762.jpg,0.7792456442657476,0.6383312421580929,0.762743628185907,0.7964774951076321
150,1778.jpg,0.9539682539682539,0.9119878603945372,0.9605753862546617,0.9474513925380977
151,2417.jpg,0.8894520114032308,0.8009127210496292,0.8493647912885662,0.9335106382978723
152,2685.jpg,0.8462340913832672,0.7334538878842677,0.8453522300958732,0.8471177944862155
153,2787.jpg,0.8522588522588522,0.7425531914893617,0.9339875111507583,0.7836826347305389
154,290.jpg,0.0,0.0,0.0,0.0
155,661.jpg,0.9097779877184695,0.8344887348353552,0.9241842610364683,0.8958139534883721
156,2506.jpg,0.0,0.0,0.0,0.0
157,2289.jpg,0.8978507606858247,0.8146362839614374,0.8558931860036832,0.9441340782122905
158,89.jpg,0.9806670171134865,0.962067384826954,0.9853286384976526,0.9760492965934193
159,444.jpg,0.8481047177529316,0.7362689393939394,0.9610630407911002,0.7589067837969742
160,834.jpg,0.2800223422081549,0.16280580212167137,0.9947089947089947,0.1629469122426869
161,1426.jpg,0.8963934426229508,0.8122400475341652,0.9877167630057804,0.8205282112845138
162,370.jpg,0.4716493364738323,0.30860021049466246,0.9208165096455809,0.3170128967487837
163,2303.jpg,0.8265524625267665,0.7043795620437956,0.75390625,0.9146919431279621
164,2647.jpg,0.8526377262993965,0.7431286053613845,0.9072079536039768,0.8042600073448403
165,2243.jpg,0.9677605898510916,0.9375350140056022,0.9970211498361632,0.9401685393258427
166,121.jpg,0.9784723870224091,0.9578521173503253,0.9855894003551428,0.9714574217435207
167,1203.jpg,0.9695241199478487,0.9408508619326269,0.9802273850716757,0.9590520715782686
168,316.jpg,0.5110676102996538,0.3432443365695793,0.9496362618914381,0.3496085702513391
169,2617.jpg,0.8042553191489362,0.6725978647686833,0.9117849758787043,0.7194127243066885
170,1315.jpg,0.9571032458000326,0.9177353769158586,0.9898785425101214,0.9264287969687401
171,1935.jpg,0.0,0.0,0.0,0.0
172,2634.jpg,0.8763819095477386,0.7799642218246869,0.930298719772404,0.8283723875870804
173,930.jpg,0.8966480446927374,0.8126582278481013,0.9798534798534798,0.8264675592173018
174,2378.jpg,0.9223674096848576,0.8559201141226819,0.96,0.8875739644970414
175,1885.jpg,0.9770282687422301,0.955088238402198,0.9914436156208863,0.96302610548748
176,897.jpg,0.9658243080625752,0.9339073772399349,0.9808138824392032,0.9512860021334597
177,1708.jpg,0.9682864450127876,0.9385225582548339,0.9937007874015747,0.9441396508728179
178,114.jpg,0.9745004890317173,0.9502690918999932,0.9736162490402737,0.9753863366198168
179,2683.jpg,0.8963142972863508,0.8121100917431192,0.9437100213219616,0.8534516004627845
180,311.jpg,0.8588137009189641,0.7525622254758418,0.9540603248259861,0.780858336498291
181,584.jpg,0.7586580086580087,0.6111595466434177,0.7182377049180327,0.8038990825688074
182,1320.jpg,0.9689834729454381,0.9398331137461572,0.9953488372093023,0.9439788266431407
183,2246.jpg,0.9725058915946582,0.9464831804281345,0.9872408293460925,0.958204334365325
184,417.jpg,0.6939655172413792,0.5313531353135313,0.875,0.575
185,1894.jpg,0.954061006982727,0.9121574139142656,0.9908396946564886,0.9199149539333806
186,2545.jpg,0.9486372222721957,0.9022929500342232,0.9562930721799057,0.941102980546136
187,2237.jpg,0.0,0.0,0.0,0.0
188,582.jpg,0.8749656499038198,0.777723497801661,0.9894344313238036,0.7842364532019704
189,412.jpg,0.8888888888888888,0.8,0.8790854934793109,0.8989134013829437
190,1116.jpg,0.9730561970746728,0.9475262368815592,0.9814561066958984,0.9647988505747126
191,577.jpg,0.9612612612612613,0.9254119687771032,0.9934823091247672,0.931064572425829
192,2531.jpg,0.9062901155327344,0.8286384976525821,0.8759305210918115,0.9388297872340425
193,1486.jpg,0.5736434108527132,0.40217391304347827,0.5627376425855514,0.5849802371541502
194,292.jpg,0.9685479129923573,0.939013964092334,0.9918723660445514,0.9462952326249282
195,1052.jpg,0.9610256410256409,0.9249753208292202,0.9493414387031408,0.9730010384215991
196,135.jpg,0.9679195341450503,0.9378334017234304,0.9874702959602506,0.9491279069767442
197,2004.jpg,0.9701462632738929,0.9420233463035019,0.9817518248175182,0.9588118811881188
198,345.jpg,0.18251079319393887,0.10041918956683744,0.8441660140955364,0.10231586940015186
199,1764.jpg,0.9363799283154121,0.8803706823925863,0.9867799811142587,0.8908780903665814
200,1042.jpg,0.6589285714285714,0.49134487350199735,0.5523952095808383,0.8163716814159292
201,1034.jpg,0.8991653892011583,0.8168033421011914,0.879979996666111,0.9192059899007488
202,1442.jpg,0.9064824654622742,0.8289601554907677,0.9093816631130064,0.9036016949152542
203,1457.jpg,0.9547548089948522,0.9134266459305339,0.9810690423162584,0.9298153034300791
204,620.jpg,0.9489319911613062,0.9028264424199953,0.9490873373168536,0.9487766958514033
205,1682.jpg,0.0,0.0,0.0,0.0
206,2342.jpg,0.943404786208461,0.8928724774581366,0.9469489981785064,0.9398870056497175
207,1677.jpg,0.0,0.0,0.0,0.0
208,483.jpg,0.8599554234769688,0.7543173672205931,0.9011288439081354,0.822380106571936
209,1797.jpg,0.8200589970501475,0.695,0.8224852071005917,0.8176470588235294
210,182.jpg,0.9572079582082916,0.9179279471328075,0.9905682079595123,0.9260215053763441
211,1295.jpg,0.8735177865612648,0.775438596491228,0.9650655021834061,0.7978339350180506
212,2814.jpg,0.8069906484746283,0.6764327936263171,0.8773333333333333,0.7470905478285552
213,1717.jpg,0.9715954340323865,0.9447599380485286,0.9929462832338578,0.9511434511434511
214,1666.jpg,0.9249762583095916,0.8604240282685512,0.9102803738317757,0.9401544401544402
215,165.jpg,0.9751780703647744,0.951558550968829,0.9948620082207869,0.9562579370678708
216,1971.jpg,0.9552763491960159,0.91438185443669,0.9935003385240352,0.9198846539618857
217,2472.jpg,0.0,0.0,0.0,0.0
218,1133.jpg,0.985760071402491,0.97192,0.995004095004095,0.976686228796527
219,14.jpg,0.9022241992882563,0.8218656293054543,0.8336895757974351,0.9830360604885614
220,2254.jpg,0.959254947613504,0.9217002237136466,0.9869337979094077,0.9330862672431542
221,1191.jpg,0.9715415888363916,0.9446581196581196,0.9699429574374726,0.9731454985692274
222,581.jpg,0.9070822188626585,0.8299638220898063,0.9459131700218287,0.871313672922252
223,1286.jpg,0.0,0.0,0.0,0.0
224,545.jpg,0.9504885278296191,0.9056485355648536,0.9960883571099862,0.9088809573798027
225,802.jpg,0.9092872570194385,0.8336633663366336,0.985179407176287,0.8442513368983957
226,674.jpg,0.947573762496952,0.9003707136237257,0.9628344895936571,0.9327892462794047
227,1688.jpg,0.9471316085489314,0.8995726495726496,0.9968429360694554,0.9021428571428571
228,2753.jpg,0.8383297644539615,0.7216589861751153,0.8345323741007195,0.8421618714708254
229,1539.jpg,0.9457310750086416,0.8970491803278688,0.9873691808011548,0.9074626865671642
230,1658.jpg,0.9593744688084311,0.921920940868997,0.9898281304805332,0.9307387862796834
231,112.jpg,0.9726402675490091,0.9467377753151406,0.9680594900849858,0.9772646028454994
232,2436.jpg,0.9584039149256541,0.9201301048066498,0.9686746987951808,0.9483486466352123
233,890.jpg,0.6498194945848376,0.48128342245989303,0.9700598802395209,0.48854041013269
234,1285.jpg,0.0,0.0,0.0,0.0
235,1108.jpg,0.5162162162162163,0.34790528233151186,0.6970802919708029,0.40987124463519314
236,401.jpg,0.905442027393247,0.8272216274089935,0.9689606521398338,0.8497387957107506
237,1973.jpg,0.969807065898271,0.9413839231424055,0.989644592175914,0.9507492016703513
238,461.jpg,0.9366736256089074,0.8808900523560209,0.9683453237410072,0.9070080862533693
239,1423.jpg,0.9333333333333333,0.875,0.9882352941176471,0.8842105263157894
240,1927.jpg,0.9563821246989563,0.9164102564102564,0.971195652173913,0.9420137058513443
241,1232.jpg,0.9766730401529636,0.9544095665171899,0.990306320279178,0.963410033949453
242,775.jpg,0.9393767705382435,0.8856837606837606,0.9409761634506243,0.9377828054298643
243,1444.jpg,0.9341189073379754,0.8763819095477386,0.9619415333701048,0.9078604893284747
244,1859.jpg,0.9579144141868338,0.9192281586347328,0.9539142684644798,0.9619482496194824
245,1896.jpg,0.9304589707927677,0.8699609882964889,0.9004037685060565,0.962589928057554
246,831.jpg,0.30228667038482987,0.17805519053876478,0.9890510948905109,0.1784068466096116
247,1730.jpg,0.9405042016806723,0.8876903553299492,0.983134223471539,0.9014175257731959
248,2642.jpg,0.8747284576393919,0.7773487773487774,0.9511811023622048,0.8096514745308311
249,2575.jpg,0.0,0.0,0.0,0.0
250,1083.jpg,0.979206392445292,0.9592599181640278,0.9837620872103631,0.9746926970354303
251,2684.jpg,0.8887991927346114,0.7998547039593171,0.909541511771995,0.8689818468823993
252,1325.jpg,0.9711823323458121,0.943979057591623,0.9941187281749678,0.9492804492804493
253,1893.jpg,0.9650306748466257,0.9324244220509781,0.9930555555555556,0.9385441527446301
254,338.jpg,0.23268899174153732,0.1316627297935709,0.9150606709493219,0.13329174464545643
255,1826.jpg,0.9078260869565217,0.8312101910828026,0.9213313161875946,0.8947110675808031
256,514.jpg,0.8140350877192982,0.6863905325443787,0.7837837837837838,0.8467153284671532
257,621.jpg,0.9495171739396161,0.903886432394694,0.9424134584276933,0.9567287954676081
258,2302.jpg,0.9323017408123792,0.8731884057971014,0.964,0.9026217228464419
259,536.jpg,0.9134778510838831,0.840735600277585,0.931923076923077,0.8957486136783733
260,1849.jpg,0.9483320618628199,0.9017409654444738,0.9799340690841336,0.9187046492878258
261,961.jpg,0.3774112384679899,0.23259820813232254,0.9926470588235294,0.2329996548153262
262,838.jpg,0.20290350128095644,0.11290629157954761,0.9834437086092715,0.1131213102266235
263,1996.jpg,0.9681774349083896,0.9383177570093458,0.9932165065008479,0.94436979306638
264,2455.jpg,0.9524905684506682,0.9092906848980589,0.9286783042394015,0.9775561097256857
265,133.jpg,0.9679963939598828,0.9379777243939725,0.9823879231473011,0.9540204353620613
266,2026.jpg,0.0,0.0,0.0,0.0
267,2200.jpg,0.0,0.0,0.0,0.0
268,2038.jpg,0.0,0.0,0.0,0.0
